"Name";"global_id";"Razdel";"Kod";"Nomdescr";"Idx";
"Услуги библиотек";"273496846";"R";"91.01.11";"Эта группировка включает:^- услуги по комплектованию, каталогизации, хранению и восстановлению книг и аналогичные услуги;^- услуги по выдаче книг и записей;^- услуги библиотек фотографий и кино^Эта группировка не включает:^- услуги по прокату видеокассет и цифровых видеокассет (DVD), см. 77.22.10;^- услуги по прокату книг, см. 77.29.19";"R.91.01.11";
"Услуги библиотек";"273496850";"R";"91.01.11.000";"";"R.91.01.11.000";
"Услуги архивов";"273496852";"R";"91.01.12";"Эта группировка включает:^- услуги, связанные с деятельностью (комплектование, каталогизация, хранение и восстановление) государственных архивов, включая цифровые архивы;^- услуги, связанные с деятельностью исторических архивов, включая цифровые архивы";"R.91.01.12";
"Услуги архивов";"273496853";"R";"91.01.12.000";"";"R.91.01.12.000";
"Услуги музеев";"273496855";"R";"91.02";"";"R.91.02";
"Услуги музеев";"273496856";"R";"91.02.1";"";"R.91.02.1";
"Услуги музеев";"273496858";"R";"91.02.10";"Эта группировка включает:^- услуги по показу экспозиций всех видов (художественных, научных и технических, исторических и др.);^- услуги по управлению коллекциями и обеспечению их хранения;^- услуги по демонстрации коллекций на выезд^Эта группировка не включает:^- услуги по продаже и демонстрации, осуществляемые коммерческими художественными галереями, см. 47.00.69;^- услуги по реставрации произведений искусства и музейных коллекционных предметов, см. 90.03.11;^- услуги библиотек и архивов, см. 91.01.1;^- услуги исторических мест и зданий, см. 91.03.10;^- услуги ботанических садов и зоопарков, см. 91.04.11";"R.91.02.10";
"Услуги музеев";"273496859";"R";"91.02.10.000";"";"R.91.02.10.000";
"Коллекции музейные";"273496861";"R";"91.02.2";"";"R.91.02.2";
"Коллекции музейные";"273496862";"R";"91.02.20";"Эта группировка включает:^- коллекции и коллекционные предметы исторического, этнографического, зоологического, ботанического, минералогического, анатомического или нумизматического характера";"R.91.02.20";
"Коллекции музейные";"273496864";"R";"91.02.20.000";"";"R.91.02.20.000";
"Услуги, связанные с деятельностью по использованию исторических мест, зданий и аналогичных туристических достопримечательностей";"273496866";"R";"91.03";"";"R.91.03";
"Услуги, связанные с деятельностью по использованию исторических мест, зданий и аналогичных туристических достопримечательностей";"273496868";"R";"91.03.1";"";"R.91.03.1";
"Услуги, связанные с деятельностью по использованию исторических мест, зданий и аналогичных туристических достопримечательностей";"273496869";"R";"91.03.10";"Эта группировка включает:^- услуги, связанные с деятельностью по использованию исторических мест, памятников и зданий, с доступом к ним и посещением;^- услуги по охране исторических мест, памятников и зданий^Эта группировка не включает:^- услуги по реновации и реставрации исторических мест и зданий, см. секцию F";"R.91.03.10";
"Услуги, связанные с деятельностью по использованию исторических мест, зданий и аналогичных туристических достопримечательностей";"273496871";"R";"91.03.10.000";"";"R.91.03.10.000";
"Услуги ботанических садов, зоопарков и природных заповедников";"273496873";"R";"91.04";"";"R.91.04";
"Услуги ботанических садов, зоопарков и природных заповедников";"273496875";"R";"91.04.1";"Эта группировка не включает:^- услуги, связанные с ландшафтной и садовой деятельностью, см. 81.30.10";"R.91.04.1";
"Услуги ботанических садов и зоопарков";"273496876";"R";"91.04.11";"Эта группировка включает:^- услуги, связанные с деятельностью ботанических садов и зоопарков, доступом к ним и посещением;^- услуги по сохранению и содержанию ботанических садов и зоопарков^Эта группировка не включает:^- услуги природных заповедников, см. 91.04.12";"R.91.04.11";
"Услуги дендрологических парков и ботанических садов";"273496877";"R";"91.04.11.110";"";"R.91.04.11.110";
"Услуги зоопарков";"273496880";"R";"91.04.11.120";"";"R.91.04.11.120";
"Услуги природных заповедников, включая услуги по охране живой природы";"273496882";"R";"91.04.12";"Эта группировка включает:^- услуги, связанные с деятельностью национальных парков, природных парков и заповедников, доступом к ним и посещением;^- услуги по надзору за национальными парками, природными парками и заповедниками;^- услуги по сохранению и содержанию национальных парков, природных парков и заповедников^Эта группировка не включает:^- услуги, связанные с деятельностью заповедников для спортивного рыболовства и охотничьих заказников, см. 93.19.13";"R.91.04.12";
"Услуги природных заповедников (в том числе биосферных)";"273496883";"R";"91.04.12.110";"";"R.91.04.12.110";
"Услуги национальных парков";"273496886";"R";"91.04.12.120";"";"R.91.04.12.120";
"Услуги природных парков";"273496887";"R";"91.04.12.130";"";"R.91.04.12.130";
"Услуги природных заказников";"273496889";"R";"91.04.12.140";"";"R.91.04.12.140";
"Услуги по организации и проведению азартных игр и заключению пари, лотерей";"273496891";"R";"92";"";"R.92";
"Услуги по организации и проведению азартных игр и заключению пари";"273496892";"R";"92.1";"";"R.92.1";
"Услуги казино";"273496894";"R";"92.11";"Эта группировка включает:^- услуги игорных заведений, в которых осуществляется деятельность по организации и проведению азартных игр с использованием игровых столов или игровых столов и игровых автоматов";"R.92.11";
"Услуги казино";"273496896";"R";"92.11.1";"";"R.92.11.1";
"Услуги казино";"273496898";"R";"92.11.10";"Эта группировка включает:^- услуги игорных заведений, в которых осуществляется деятельность по организации и проведению азартных игр с использованием игровых столов или игровых столов и игровых автоматов";"R.92.11.10";
"Услуги казино";"273496900";"R";"92.11.10.000";"";"R.92.11.10.000";
"Услуги залов игровых автоматов";"273496902";"R";"92.12";"";"R.92.12";
"Услуги залов игровых автоматов";"273496903";"R";"92.12.1";"";"R.92.12.1";
"Услуги залов игровых автоматов";"273496905";"R";"92.12.10";"Эта группировка включает:^- услуги игорных заведений, в которых осуществляется деятельность по организации и проведению азартных игр с использованием игровых автоматов^Эта группировка не включает:^- работу (эксплуатацию) автоматов для игр, действующих при опускании жетонов (монет), см. 93.29.22";"R.92.12.10";
"Услуги залов игровых автоматов";"273496907";"R";"92.12.10.000";"";"R.92.12.10.000";
"Услуги по организации заключения пари";"273496908";"R";"92.13";"";"R.92.13";
"Услуги по организации заключения пари";"273496910";"R";"92.13.1";"";"R.92.13.1";
"Услуги по организации заключения пари";"273496912";"R";"92.13.10";"Эта группировка включает:^- услуги игорных заведений, пунктов приема ставок букмекерской конторы, в которых организатор азартных игр заключает пари с участниками азартных игр в букмекерской конторе;^- деятельность игорных заведений, пунктов приема ставок тотализатора, в которых организатор азартных игр организует заключение пари между участниками азартных игр в тотализаторе";"R.92.13.10";
"Услуги по организации заключения пари";"273496914";"R";"92.13.10.000";"";"R.92.13.10.000";
"Услуги по организации и проведению лотерей";"273496916";"R";"92.2";"";"R.92.2";
"Услуги организаторов лотерей";"273496917";"R";"92.21";"";"R.92.21";
"Услуги организаторов лотерей";"273496919";"R";"92.21.1";"";"R.92.21.1";
"Услуги организаторов лотерей";"273496920";"R";"92.21.10";"";"R.92.21.10";
"Услуги организаторов лотерей";"273496922";"R";"92.21.10.000";"";"R.92.21.10.000";
"Услуги операторов лотерей";"273496924";"R";"92.22";"";"R.92.22";
"Услуги операторов лотерей";"273496926";"R";"92.22.1";"";"R.92.22.1";
"Услуги операторов лотерей";"273496928";"R";"92.22.10";"";"R.92.22.10";
"Услуги операторов лотерей";"273496930";"R";"92.22.10.000";"";"R.92.22.10.000";
"Услуги распространителей лотерейных билетов";"273496931";"R";"92.23";"";"R.92.23";
"Услуги распространителей лотерейных билетов";"273496933";"R";"92.23.1";"";"R.92.23.1";
"Услуги распространителей лотерейных билетов";"273496935";"R";"92.23.10";"Эта группировка включает:^- услуги по распространению лотерейных билетов среди участников лотереи, прием лотерейных ставок, выплату, передачу или предоставление выигрышей";"R.92.23.10";
"Услуги распространителей лотерейных билетов";"273496936";"R";"92.23.10.000";"";"R.92.23.10.000";
"Услуги, связанные со спортом, и услуги по организации развлечений и отдыха";"273496938";"R";"93";"";"R.93";
"Услуги в области спорта";"273496939";"R";"93.1";"";"R.93.1";
"Услуги спортивных объектов";"273496942";"R";"93.11";"";"R.93.11";
"Услуги спортивных объектов";"273496945";"R";"93.11.1";"";"R.93.11.1";
"Услуги спортивных объектов";"273496947";"R";"93.11.10";"Эта группировка включает:^- услуги по эксплуатации закрытых и открытых спортивных объектов, таких как стадионы, спортивные арены, катки, плавательные бассейны, спортивные поля, площадки для игры в гольф, кегельбаны, теннисные корты, манежи и т. д., и доступу к ним;^- эксплуатацию треков для автомобильных гонок, собачьих бегов и лошадиных скачек;^- услуги по организации и проведению спортивных мероприятий на открытом воздухе или в закрытом помещении, для профессионалов или любителей, которые предоставляют организации с собственными объектами^Эта группировка не включает:^- услуги по эксплуатации лыжных подъемников, см. 49.39.20;^- услуги по управлению нежилой недвижимостью на основе вознаграждения или договора, см. 68.32.13;^- прокат инвентаря для отдыха и спортивного инвентаря, см. 77.21.10;^- услуги центров фитнеса, см. 93.13.10;^- услуги парков отдыха и пляжей, см. 93.29.11";"R.93.11.10";
"Услуги спортивных объектов";"273496949";"R";"93.11.10.000";"";"R.93.11.10.000";
"Услуги, оказываемые спортивными клубами";"273496951";"R";"93.12";"";"R.93.12";
"Услуги, оказываемые спортивными клубами";"273496953";"R";"93.12.1";"";"R.93.12.1";
"Услуги, оказываемые спортивными клубами";"273496955";"R";"93.12.10";"Эта группировка не включает:^- услуги профессиональных спортивных инструкторов, учителей, тренеров, см. 85.51.10;^- услуги по эксплуатации спортивных объектов, см. 93.11.10;^- услуги по организации и проведению спортивных мероприятий на открытом воздухе или в закрытом помещении для профессионалов или любителей, которые предоставляют спортивные клубы с собственными объектами, см. 93.11.10";"R.93.12.10";
"Услуги, оказываемые спортивными клубами";"273496957";"R";"93.12.10.000";"";"R.93.12.10.000";
"Услуги фитнес-центров";"273496959";"R";"93.13";"";"R.93.13";
"Услуги фитнес-центров";"273496960";"R";"93.13.1";"";"R.93.13.1";
"Услуги фитнес-центров";"273496962";"R";"93.13.10";"Эта группировка включает:^- услуги, предоставляемые клубами и центрами фитнеса и бодибилдинга^Эта группировка не включает:^- услуги профессиональных спортивных инструкторов, учителей, тренеров, см. 85.51.10";"R.93.13.10";
"Услуги фитнес-центров";"273496963";"R";"93.13.10.000";"";"R.93.13.10.000";
"Услуги в области спорта прочие";"273496965";"R";"93.19";"";"R.93.19";
"Услуги в области спорта прочие";"273496967";"R";"93.19.1";"";"R.93.19.1";
"Услуги по содействию в подготовке спортивных и развлекательных мероприятий";"273496968";"R";"93.19.11";"Эта группировка включает:^- услуги, связанные с деятельностью по содействию и подготовке спортивных мероприятий при наличии или отсутствии спортивных сооружений^Эта группировка не включает:^- услуги по организации и проведению спортивных мероприятий на открытом воздухе или в закрытом помещении для профессионалов или любителей, которые предоставляют спортивные клубы с собственными объектами или без них, см. 93.11.10, 93.12.10";"R.93.19.11";
"Услуги по содействию в подготовке спортивных и развлекательных мероприятий";"273496970";"R";"93.19.11.000";"";"R.93.19.11.000";
"Услуги спортсменов и атлетов";"273496971";"R";"93.19.12";"Эта группировка включает:^- услуги, оказываемые самостоятельными спортсменами и атлетами";"R.93.19.12";
"Услуги спортсменов и атлетов";"273496973";"R";"93.19.12.000";"";"R.93.19.12.000";
"Услуги вспомогательные, связанные со спортом и отдыхом";"273496975";"R";"93.19.13";"Эта группировка включает:^- услуги спортивных лиг и регулирующих органов услуги, предоставляемые спортивными судьями и хронометражистами;^- услуги, связанные с деятельностью заповедников для спортивного рыболовства и охотничьих заказников;^- услуги по организации охоты и рыбалки;^- услуги горных проводников;^- услуги конюшен скаковых лошадей, питомников собак и гаражей гоночных автомобилей;^- услуги, связанные с дрессировкой спортивных животных и животных для развлечения^Эта группировка не включает:^- услуги по прокату спортивного инвентаря, см. 77.21.10;^- услуги, связанные с дрессировкой сторожевых собак, см. 80.10.19;^- услуги спортивных и игровых школ, включая услуги, оказываемые спортивными инструкторами, учителями, тренерами, см. 85.51.10";"R.93.19.13";
"Услуги вспомогательные, связанные со спортом и отдыхом";"273496977";"R";"93.19.13.000";"";"R.93.19.13.000";
"Услуги в области спорта и отдыха прочие";"273496979";"R";"93.19.19";"Эта группировка включает:^- услуги по затяжным прыжкам с парашютом;^- услуги по занятиям дельтапланеризмом;^- услуги по подводному плаванию;^- прочие услуги в области спорта и отдыха, не включенные в другие группировки^Эта группировка не включает:^- услуги парков отдыха и пляжей, см. 93.29.11";"R.93.19.19";
"Услуги в области спорта и отдыха прочие";"273496981";"R";"93.19.19.000";"";"R.93.19.19.000";
"Услуги в области развлечений и отдыха";"273496983";"R";"93.2";"";"R.93.2";
"Услуги парков культуры и отдыха и тематических парков";"273496985";"R";"93.21";"";"R.93.21";
"Услуги парков культуры и отдыха и тематических парков";"273496986";"R";"93.21.1";"";"R.93.21.1";
"Услуги парков культуры и отдыха и тематических парков";"273496988";"R";"93.21.10";"Эта группировка включает:^- услуги развлекательных парков;^- услуги аттракционов и увеселительных парков;^- услуги каруселей;^- услуги развлекательных железных дорог";"R.93.21.10";
"Услуги парков культуры и отдыха и тематических парков";"273496990";"R";"93.21.10.000";"";"R.93.21.10.000";
"Услуги в области развлечений и отдыха прочие";"273496992";"R";"93.29";"";"R.93.29";
"Услуги в области отдыха прочие, не включенные в другие группировки";"273496994";"R";"93.29.1";"";"R.93.29.1";
"Услуги парков отдыха и пляжей";"273496995";"R";"93.29.11";"Эта группировка включает:^- услуги развлекательных парков и пляжей (без пансиона), включая предоставление оборудования для отдыха, такого как купальни, помещения со шкафчиками с замками, стулья^Эта группировка не включает^- услуги, связанные с деятельностью трейлерных парков, кемпингов, лагерей отдыха, лагерей для ведения охоты и рыбалки, палаточных городков и площадок, см. 55.30.1";"R.93.29.11";
"Услуги парков отдыха и пляжей";"273496997";"R";"93.29.11.000";"";"R.93.29.11.000";
"Услуги по организации отдыха и развлечений прочие, не включенные в другие группировки";"273496999";"R";"93.29.19";"Эта группировка включает:^- услуги по эксплуатации бальных залов, танцевальных площадок и прочих мест отдыха, и доступу к ним;^- услуги по эксплуатации горнолыжных треков;^- услуги по предоставлению транспортных средств для целей развлечения, например лодок^Эта группировка не включает:^- услуги по эксплуатации канатных дорог, фуникулеров, лыжных подъемников и канатных подъемников, см. 49.39.20;^- деятельность по предоставлению напитков на дискотеках, см. 56.30.10;^- услуги по эксплуатации спортивных объектов и объектов отдыха и доступу к ним, см. 93.11.10";"R.93.29.19";
"Услуги по организации отдыха и развлечений прочие, не включенные в другие группировки";"273497001";"R";"93.29.19.000";"";"R.93.29.19.000";
"Услуги зрелищно-развлекательные прочие, не включенные в другие группировки";"273497003";"R";"93.29.2";"";"R.93.29.2";
"Услуги по проведению фейерверков, световых и звуковых представлений";"273497005";"R";"93.29.21";"";"R.93.29.21";
"Услуги по проведению фейерверков, световых и звуковых представлений";"273497008";"R";"93.29.21.000";"";"R.93.29.21.000";
"Услуги автоматов для игр, действующих при опускании жетонов (монет)";"273497009";"R";"93.29.22";"Эта группировка включает:^- игры на автоматах, действующих при опускании жетонов (монет), такие как флиппер (пинбол), настольный футбол и т. д., за исключением видеоигр^Эта группировка не включает:^- услуги игровых автоматов, действующих при опускании жетонов (монет), см. 92.12;^- услуги развлекательных или тематических парков, см. 93.21.10";"R.93.29.22";
"Услуги автоматов для игр, действующих при опускании жетонов (монет)";"273497011";"R";"93.29.22.000";"";"R.93.29.22.000";
"Услуги зрелищно-развлекательные, не включенные в другие группировки";"273497013";"R";"93.29.29";"Эта группировка включает:^- зрелищно-развлекательные услуги, не включенные в другие группировки^Эта группировка не включает:^- услуги по управлению нежилой недвижимостью, см. 68.32.13;^- услуги театральных или художественных агентств, см. 74.90.20;^- услуги по подбору актеров на роли в кино, в театр, на телевидение, см. 78.10.12;^- услуги театральных и цирковых групп, см. 90.01.10";"R.93.29.29";
"Услуги зрелищно-развлекательные, не включенные в другие группировки";"273497015";"R";"93.29.29.000";"";"R.93.29.29.000";
"УСЛУГИ ОБЩЕСТВЕННЫХ ОРГАНИЗАЦИЙ; ПРОЧИЕ УСЛУГИ ДЛЯ НАСЕЛЕНИЯ";"273497017";"S";"";"";"S.";
"Услуги общественных организаций";"273497019";"S";"94";"";"S.94";
"Услуги коммерческих, предпринимательских и профессиональных организаций";"273497022";"S";"94.1";"";"S.94.1";
"Услуги, предоставляемые коммерческими и предпринимательскими членскими организациями";"273497025";"S";"94.11";"";"S.94.11";
"Услуги, предоставляемые коммерческими и предпринимательскими членскими организациями";"273497027";"S";"94.11.1";"";"S.94.11.1";
"Услуги, предоставляемые коммерческими и предпринимательскими членскими организациями";"273497029";"S";"94.11.10";"Эта группировка включает:^- услуги по представительству, услуги, связанные с переговорами, услуги по распространению информации и аналогичные услуги, оказываемые коммерческими и предпринимательскими членскими организациями, интересы членов которых сосредоточены на обеспечении развития и процветания предпринимательства или торговли в общей или специальной отрасли, включая торговые палаты^Эта группировка не включает:^- услуги по связям с общественностью, оказываемые другими лицами от имени объединения, см. 70.21.10;^- услуги, предоставляемые профессиональными союзами, см. 94.20.10";"S.94.11.10";
"Услуги, предоставляемые коммерческими и предпринимательскими членскими организациями";"273497031";"S";"94.11.10.000";"";"S.94.11.10.000";
"Услуги, предоставляемые профессиональными членскими организациями";"273497033";"S";"94.12";"";"S.94.12";
"Услуги, предоставляемые профессиональными членскими организациями";"273497035";"S";"94.12.1";"";"S.94.12.1";
"Услуги, предоставляемые профессиональными членскими организациями";"273497036";"S";"94.12.10";"Эта группировка включает:^- услуги по представительству, услуги, связанные с переговорами, услуги по распространению информации и аналогичные услуги, оказываемые профессиональными организациями, интересы членов которых сосредоточены на отраслях знаний или профессиональной практической деятельности или технических областях в целом или в конкретной области;^- услуги, предоставляемые научными обществами^Эта группировка не включает:^- услуги в области образования, предоставляемые данными организациями, см. 85";"S.94.12.10";
"Услуги, предоставляемые профессиональными членскими организациями";"273497038";"S";"94.12.10.000";"";"S.94.12.10.000";
"Услуги, предоставляемые профессиональными союзами";"273497040";"S";"94.2";"";"S.94.2";
"Услуги, предоставляемые профессиональными союзами";"273497042";"S";"94.20";"";"S.94.20";
"Услуги, предоставляемые профессиональными союзами";"273497044";"S";"94.20.1";"";"S.94.20.1";
"Услуги, предоставляемые профессиональными союзами";"273497046";"S";"94.20.10";"Эта группировка включает:^- услуги по представительству, услуги, связанные с переговорами и услуги по распространению информации о мнении членов по вопросам условий труда и организационные, услуги по согласованным действиям, которые предоставляют объединения, членами которых являются, в основном, лица наемного труда^Эта группировка не включает:^- услуги в области образования, предоставляемые данными организациями, см. 85";"S.94.20.10";
"Услуги, предоставляемые профессиональными союзами";"273497048";"S";"94.20.10.000";"";"S.94.20.10.000";
"Услуги прочих общественных организаций";"273497051";"S";"94.9";"";"S.94.9";
"Деятельность религиозных организаций";"273497054";"S";"94.91";"";"S.94.91";
"Деятельность религиозных организаций";"273497056";"S";"94.91.1";"";"S.94.91.1";
"Деятельность религиозных организаций";"273497058";"S";"94.91.10";"Эта группировка включает:^- деятельность религиозных организаций в целях совместного исповедания и распространения веры, и не имеет объектов классификации продукции, услуг, работ для целей учета экономической деятельности";"S.94.91.10";
"Деятельность религиозных организаций";"273497060";"S";"94.91.10.000";"";"S.94.91.10.000";
"Услуги, предоставляемые политическими организациями";"273497062";"S";"94.92";"";"S.94.92";
"Услуги, предоставляемые политическими организациями";"273497064";"S";"94.92.1";"";"S.94.92.1";
"Услуги, предоставляемые политическими организациями";"273497067";"S";"94.92.10";"Эта группировка включает:^- услуги по распространению информации, по связям с общественностью, сбору средств и аналогичные услуги, оказываемые политическими партиями и аналогичными организациями, нацеленными на продвижение членов своих партий или сочувствующих партии лиц на политические посты";"S.94.92.10";
"Услуги, предоставляемые политическими организациями";"273497069";"S";"94.92.10.000";"";"S.94.92.10.000";
"Услуги прочих общественных организаций, не включенных в другие группировки";"273497071";"S";"94.99";"";"S.94.99";
"Услуги прочих общественных организаций, не включенные в другие группировки";"273497073";"S";"94.99.1";"Эта группировка не включает:^- услуги по предоставлению грантов";"S.94.99.1";
"Услуги, предоставляемые правозащитными организациями";"273497075";"S";"94.99.11";"Эта группировка включает:^- услуги, предоставляемые членскими организациями с целью продвижения прав человека, такие как гражданские инициативы или движения протеста, посредством распространения информации, политического влияния, сбора средств и т. д.";"S.94.99.11";
"Услуги, предоставляемые правозащитными организациями";"273497078";"S";"94.99.11.000";"";"S.94.99.11.000";
"Услуги, предоставляемые группами в защиту окружающей среды";"273497080";"S";"94.99.12";"Эта группировка включает:^- услуги, предоставляемые членскими организациями, такими как организации по защите окружающей среды, природоохранные организации и организации по защите живой природы, с целью продвижения защиты окружающей среды посредством распространения информации, политического влияния, сбора средств и т. д.";"S.94.99.12";
"Услуги, предоставляемые группами в защиту окружающей среды";"273497082";"S";"94.99.12.000";"";"S.94.99.12.000";
"Услуги по защите особых групп населения";"273497084";"S";"94.99.13";"Эта группировка включает:^- услуги, предоставляемые объединениями по защите и улучшению положения особых групп населения, таких как инвалиды, этнические группы и меньшинства, посредством общественного образования, политического влияния, поддержки местной общественностью, социальной деятельности и средств и т. д.";"S.94.99.13";
"Услуги по защите особых групп населения";"273497086";"S";"94.99.13.000";"";"S.94.99.13.000";
"Услуги по улучшению положения гражданского населения и поддержке общественности прочие";"273497088";"S";"94.99.14";"Эта группировка включает:^- прочие услуги, оказываемые членскими организациями с целью содействовать решению общественных проблем посредством распространения информации, политического влияния, сбора средств и т. д.;^- услуги, предоставляемые объединениями патриотического направления, включая объединения ветеранов войны;^- прочие услуги, предоставляемые организациями для поддержки общественной, социальной и образовательной деятельности и средств";"S.94.99.14";
"Услуги по улучшению положения гражданского населения и поддержке общественности прочие";"273497089";"S";"94.99.14.000";"";"S.94.99.14.000";
"Услуги, оказываемые молодежными объединениями";"273497091";"S";"94.99.15";"Эта группировка включает:^- услуги, оказываемые объединениями молодежи и детей;^- услуги, оказываемые студенческими объединениями, клубами и землячествами;^- услуги, предоставляемые объединениями, такими как объединения бойскаутов и девочек-скаутов и т. д.^Эта группировка не включает:^- услуги по предоставлению жилья, оказываемые студенческими общежитиями и землячествами, см. 55.90.11";"S.94.99.15";
"Услуги молодежных общественных объединений";"273497093";"S";"94.99.15.110";"";"S.94.99.15.110";
"Услуги детских общественных объединений";"273497095";"S";"94.99.15.120";"";"S.94.99.15.120";
"Услуги студенческих общественных объединений";"273497096";"S";"94.99.15.130";"";"S.94.99.15.130";
"Услуги, оказываемые объединениями по проведению культурных и развлекательных мероприятий";"273497099";"S";"94.99.16";"Эта группировка включает:^- услуги, предоставляемые клубами по проведению культурных или развлекательных мероприятий, такими как поэтические, литературные кружки, клубы любителей книги, любителей истории, садоводства, клубы кинои фотолюбителей, клубы любителей музыки и живописи, любителей ремесел, коллекционеров, карнавальные клубы и т. д.^Эта группировка не включает:^- услуги, предоставляемые профессиональными художественными группами и организациями, см. 90.02.1;^- услуги, предоставляемые спортивными клубами, см. 93.12.10";"S.94.99.16";
"Услуги, оказываемые объединениями по проведению культурных и развлекательных мероприятий";"273497100";"S";"94.99.16.000";"";"S.94.99.16.000";
"Услуги, оказываемые прочими гражданскими и общественными организациями";"273497102";"S";"94.99.17";"Эта группировка включает:^- услуги, оказываемые объединениями автомобилистов;^- услуги, оказываемые обществами потребителей;^- услуги, оказываемые объединениями, создаваемыми с целью установления социальных контактов, такими как клубы деловых людей и т. д.";"S.94.99.17";
"Услуги, оказываемые прочими гражданскими и общественными организациями";"273497104";"S";"94.99.17.000";"";"S.94.99.17.000";
"Услуги, оказываемые прочими членскими организациями, не включенными в другие группировки";"273497106";"S";"94.99.19";"Эта группировка включает:^- услуги, оказываемые объединениями домовладельцев и объединениями жильцов (за исключением защиты общественных интересов);^- услуги, оказываемые членскими организациями, не включенными в другие группировки^Эта группировка не включает:^- услуги, предоставляемые профессиональными объединениями, см. 94.12.10";"S.94.99.19";
"Услуги патриотических объединений";"273497108";"S";"94.99.19.110";"";"S.94.99.19.110";
"Услуги объединений ветеранов войны";"273497109";"S";"94.99.19.120";"";"S.94.99.19.120";
"Услуги обществ, клубов, групп, объединенных общими интересами";"273497111";"S";"94.99.19.130";"";"S.94.99.19.130";
"Услуги объединений групп населения с целью установления социальных контактов";"273497114";"S";"94.99.19.140";"";"S.94.99.19.140";
"Услуги объединений, создаваемых с целью проведения культурных и развлекательных мероприятий и организации досуга, кроме спорта или игр";"273497116";"S";"94.99.19.150";"";"S.94.99.19.150";
"Услуги прочих объединений, не включенных в другие группировки";"273497118";"S";"94.99.19.190";"";"S.94.99.19.190";
"Услуги по предоставлению стипендии или пособия, оказываемые членскими организациями";"273497120";"S";"94.99.2";"";"S.94.99.2";
"Услуги по предоставлению стипендии или пособия, оказываемые членскими организациями";"273497122";"S";"94.99.20";"Эта группировка включает:^- услуги по предоставлению стипендии или пособия, оказываемые членскими организациями или фондами, в основном, для финансирования деятельности, связанной с образованием, научными исследованиями или общими общественными или социальными интересами^Эта группировка не включает:^- услуги по предоставлению кредита, см. 64.19.2, 64.92.1;^- услуги благотворительного сбора средств для социальной работы, см. 88.99.19";"S.94.99.20";
