"Name";"global_id";"Razdel";"Kod";"Nomdescr";"Idx";
"Услуги по изготовлению и прикрепление ремешков, язычков, удлинение ремешков и замена резинок";"281606057";"S";"95.23.10.192";"";"S.95.23.10.192";
"Услуги по изготовлению и прикрепление новых украшений, ремонт старых украшений и фурнитуры";"281606058";"S";"95.23.10.193";"";"S.95.23.10.193";
"Услуги по растяжке обуви";"281606059";"S";"95.23.10.194";"";"S.95.23.10.194";
"Услуги по полуперетяжке всех видов обуви из различных материалов";"281606060";"S";"95.23.10.195";"";"S.95.23.10.195";
"Услуги по ремонту резиновой и валяной обуви методом вулканизации";"281606061";"S";"95.23.10.196";"";"S.95.23.10.196";
"Услуги по вклеиванию новой ворсовой ткани";"281606062";"S";"95.23.10.197";"";"S.95.23.10.197";
"Услуги по ремонту обуви из синтетических материалов клеевым методом";"281606063";"S";"95.23.10.198";"";"S.95.23.10.198";
"Прочие услуги по ремонту обуви, не включенные в другие группировки";"281606064";"S";"95.23.10.199";"";"S.95.23.10.199";
"Услуги по ремонту изделий из кожи, кроме обуви";"281606065";"S";"95.23.10.200";"";"S.95.23.10.200";
"Услуги по ремонту мебели";"281606066";"S";"95.24.10.110";"";"S.95.24.10.110";
"Услуги по крашению прочих изделий";"283461559";"S";"96.01.14.119";"";"S.96.01.14.119";
"Мачты решетчатые из черных металлов прочие, не включенные в другие группировки";"477261738";"C";"25.11.22.191";"";"C.25.11.22.191";
"Резервуары, цистерны, баки и аналогичные емкости (кроме емкостей для сжатых или сжиженных газов) из чугуна, стали или алюминия, вместимостью более 300 л, без механического или теплотехнического оборудования прочие";"477261739";"C";"25.29.11.900";"";"C.25.29.11.900";
"Резервуары и газгольдеры, возводимые комбинированным способом";"477261740";"C";"25.29.11.130";"";"C.25.29.11.130";
"Резервуары и газгольдеры рулонированные";"477261741";"C";"25.29.11.120";"";"C.25.29.11.120";
"Площадки производственные";"477261742";"F";"42.99.19.110";"";"F.42.99.19.110";
"Ограды (заборы) и ограждения прочие";"477261743";"F";"42.99.19.149";"";"F.42.99.19.149";
"Площадки производственные без покрытий";"477261744";"F";"42.99.19.111";"";"F.42.99.19.111";
"Линии связи радиорелейные";"477261745";"F";"42.22.12.123";"";"F.42.22.12.123";
"Скважина газовая для эксплуатационного бурения";"477261746";"F";"42.99.11.142";"";"F.42.99.11.142";
"Трубопровод местный для газа (газопровод)";"477261747";"F";"42.21.12.120";"";"F.42.21.12.120";
"Конденсаторопровод магистральный";"477261748";"F";"42.21.11.121";"";"F.42.21.11.121";
"Сооружение линейное кабельной линии технологической связи";"477261749";"F";"41.20.20.625";"";"F.41.20.20.625";
"Мосты и путепроводы из любых материалов для всех типов сухопутного транспорта и для пешеходов прочие";"477261750";"F";"42.13.10.119";"";"F.42.13.10.119";
"Полотно железнодорожное двупутное (дорога железная двупутная)";"477261751";"F";"42.12.10.111";"";"F.42.12.10.111";
"Сеть тепловая магистральная";"477261752";"F";"41.20.20.713";"";"F.41.20.20.713";
"Система связи с подвижными объектами";"477261753";"F";"41.20.20.623";"";"F.41.20.20.623";
"Дорога автомобильная с усовершенствованным капитальным типом дорожного покрытия";"477261754";"F";"42.11.10.121";"";"F.42.11.10.121";
"Сооружения железнодорожного транспорта";"477261755";"F";"41.20.20.640";"";"F.41.20.20.640";
"Комплекс электроснабжения";"477261756";"F";"41.20.20.711";"";"F.41.20.20.711";
"Резервуары и газгольдеры полистовой сборки прочие";"477261757";"C";"25.29.11.119";"";"C.25.29.11.119";
"Резервуары и газгольдеры";"477261758";"C";"25.29.11.100";"";"C.25.29.11.100";
"Системы оросительные (каналы); водоводы и водопроводные конструкции; водоочистные станции, станции очистки сточных вод и насосные станции прочие";"477261759";"F";"42.21.13.190";"";"F.42.21.13.190";
"Скважина газовая для разведочного бурения";"477261760";"F";"42.99.11.141";"";"F.42.99.11.141";
"Причал речной грузовой";"477261761";"F";"42.91.10.131";"";"F.42.91.10.131";
"Сооружение очистное-водоснабжения";"477261762";"F";"42.21.13.125";"";"F.42.21.13.125";
"Сооружение головное-водозаборное";"477261763";"F";"42.21.13.124";"";"F.42.21.13.124";
"Система оборотного водоснабжения";"477261764";"F";"42.21.13.122";"";"F.42.21.13.122";
"Система бессточного водоснабжения";"477261765";"F";"42.21.13.121";"";"F.42.21.13.121";
"Продуктопровод магистральный";"477261766";"F";"42.21.11.122";"";"F.42.21.11.122";
"Понтоны речные";"477261767";"C";"30.11.50.121";"";"C.30.11.50.121";
"Коллекторы для укладки труб";"477261768";"F";"42.99.19.130";"";"F.42.99.19.130";
"Линии связи соединительные телефонной сети";"477261769";"F";"42.22.12.124";"";"F.42.22.12.124";
"Установка осушки газа";"477261770";"F";"41.20.20.346";"";"F.41.20.20.346";
"Парк резервуарный";"477261771";"F";"41.20.20.341";"";"F.41.20.20.341";
"Дороги автомобильные, в том числе улично-дорожная сеть, и прочие автомобильные и пешеходные дороги, не включенные в другие группировки";"477261772";"F";"42.11.10.129";"";"F.42.11.10.129";
"Сооружения металлургического и машиностроительного производства";"477261773";"F";"41.20.20.800";"";"F.41.20.20.800";
"Сооружения связи";"477261774";"F";"41.20.20.620";"";"F.41.20.20.620";
"Сооружения связи прочие";"477261775";"F";"41.20.20.629";"";"F.41.20.20.629";
"Комплекс установки газофракционирующий";"477261776";"F";"41.20.20.352";"";"F.41.20.20.352";
"Дорога внутрихозяйственная";"477261777";"F";"42.11.10.152";"";"F.42.11.10.152";
"Сооружения электрических и тепловых сетей";"477261778";"F";"41.20.20.710";"";"F.41.20.20.710";
"Резервуары железобетонные";"477261779";"C";"23.61.12.167";"";"C.23.61.12.167";
"Скважина водозаборная";"477261780";"F";"42.21.13.110";"";"F.42.21.13.110";
"Трубопроводы местные прочие";"477261781";"F";"42.21.12.190";"";"F.42.21.12.190";
"Отвод от трубопровода местного (водопровода)";"477261782";"F";"42.21.12.151";"";"F.42.21.12.151";
"Трубопровод местный для воды (водопровод)";"477261783";"F";"42.21.12.110";"";"F.42.21.12.110";
"Полигон складирования бытовых отходов";"477261784";"F";"42.99.19.120";"";"F.42.99.19.120";
"Сооружения водоснабжения и очистки прочие";"477261785";"F";"42.21.13.129";"";"F.42.21.13.129";
"Линии связи прочие";"477261786";"F";"42.22.12.129";"";"F.42.22.12.129";
"Линии (кабели) связи внутризоновые";"477261787";"F";"42.22.12.122";"";"F.42.22.12.122";
"Причалы плавучие";"477261788";"C";"30.11.50.170";"";"C.30.11.50.170";
"Резервуары, цистерны, баки и аналогичные емкости (кроме емкостей для сжатых или сжиженных газов) из прочих металлов, вместимостью более 300 л, без механического или теплотехнического оборудования прочие";"477261789";"C";"25.29.11.990";"";"C.25.29.11.990";
"Сооружения по охране окружающей среды и рациональному природопользованию";"477261790";"F";"41.20.20.720";"";"F.41.20.20.720";
"Сооружения электрических и тепловых сетей прочие";"477261791";"F";"41.20.20.719";"";"F.41.20.20.719";
"Сооружения жилищно-коммунального хозяйства прочие, не включенные в другие группировки";"477261792";"F";"41.20.20.790";"";"F.41.20.20.790";
"Сооружения магистрального трубопроводного транспорта";"477261793";"F";"41.20.20.630";"";"F.41.20.20.630";
"Трубопровод магистральный наземный и подводный для перекачки газа (газопровод магистральный)";"477261794";"F";"42.21.11.111";"";"F.42.21.11.111";
"Пункт электрический распределительный";"477261795";"F";"41.20.20.712";"";"F.41.20.20.712";
"Сооружения для строительной индустрии, транспорта и связи";"477261796";"F";"41.20.20.600";"";"F.41.20.20.600";
"Ограды (заборы) и ограждения";"477261797";"F";"42.99.19.140";"";"F.42.99.19.140";
"Причалы, молы, пирсы и аналогичные сооружения прочие";"477261798";"F";"42.91.10.139";"";"F.42.91.10.139";
"Сооружения для очистки сточных вод";"477261799";"F";"42.21.13.127";"";"F.42.21.13.127";
"Трубопровод местный для нефти (нефтепровод межпромысловый)";"477261800";"F";"42.21.12.130";"";"F.42.21.12.130";
"Сооружение головное по подготовке газа";"477261801";"F";"41.20.20.343";"";"F.41.20.20.343";
"Сеть нефтегазосборная";"477261802";"F";"41.20.20.342";"";"F.41.20.20.342";
"Полотно железнодорожное однопутное (дорога железная однопутная)";"477261803";"F";"42.12.10.113";"";"F.42.12.10.113";
"Дорога автомобильная с усовершенствованным облегченным или переходным типом дорожного покрытия";"477261804";"F";"42.11.10.122";"";"F.42.11.10.122";
"Отвод от трубопровода магистрального для перекачки газа (газопровод магистральный)";"477261805";"F";"42.21.11.113";"";"F.42.21.11.113";
"Парк из металлических вертикальных цилиндрических резервуаров";"477261806";"F";"41.20.20.631";"";"F.41.20.20.631";
"Сооружения магистрального трубопроводного транспорта прочие";"477261807";"F";"41.20.20.632";"";"F.41.20.20.632";
"Сооружения лесной промышленности, мукомольно-крупяной и комбикормовой промышленности, сооружения для сельскохозяйственного производства";"477261808";"F";"41.20.20.500";"";"F.41.20.20.500";
"Резервуары и газгольдеры полистовой сборки горизонтальные";"477261809";"C";"25.29.11.111";"";"C.25.29.11.111";
"Скважина газовая эксплуатационная";"477261810";"F";"42.99.11.143";"";"F.42.99.11.143";
"Понтоны прочие";"477261811";"C";"30.11.50.129";"";"C.30.11.50.129";
"Ограды (заборы) металлические";"477261812";"F";"42.99.19.142";"";"F.42.99.19.142";
"Сооружения для обустройства месторождений прочие";"477261813";"F";"42.99.11.149";"";"F.42.99.11.149";
"Сооружения гражданские прочие, не включенные в другие группировки";"477261814";"F";"42.99.19.190";"";"F.42.99.19.190";
"Площадки производственные с покрытиями";"477261815";"F";"42.99.19.112";"";"F.42.99.19.112";
"Установка подготовки нефтяного газа";"477261816";"F";"41.20.20.348";"";"F.41.20.20.348";
"Емкости из прочих металлов для сжатых или сжиженных газов прочие, не включенные в другие группировки";"477261817";"C";"25.29.12.199";"";"C.25.29.12.199";
"Резервуары и газгольдеры рулонированные прочие";"477261818";"C";"25.29.11.129";"";"C.25.29.11.129";
"Трубопровод магистральный наземный и подводный для перекачки нефтепродуктов (нефтепровод)";"477261819";"F";"42.21.11.112";"";"F.42.21.11.112";
"Сооружения прочего транспорта";"477261820";"F";"41.20.20.690";"";"F.41.20.20.690";
"Система космической связи «Орбита»";"477261821";"F";"41.20.20.622";"";"F.41.20.20.622";
"Сооружения нефтегазоперерабатывающих предприятий прочие";"477261822";"F";"41.20.20.359";"";"F.41.20.20.359";
"Установка очистки газообразных и жидких углеводородов от сернистых соединений";"477261823";"F";"41.20.20.722";"";"F.41.20.20.722";
"Резервуары и газгольдеры полистовой сборки";"477261824";"C";"25.29.11.110";"";"C.25.29.11.110";
"Система канализации";"477261825";"F";"42.21.13.123";"";"F.42.21.13.123";
"Отводы от трубопровода местного";"477261827";"F";"42.21.12.150";"";"F.42.21.12.150";
"Трубопроводы магистральные наземные и подводные для перекачки воды или продуктов прочие";"477261828";"F";"42.21.11.129";"";"F.42.21.11.129";
"Скважина нефтяная эксплуатационная";"477261829";"F";"42.99.11.144";"";"F.42.99.11.144";
"Сооружения для обустройства добычи нефти и газа";"477261830";"F";"42.99.11.140";"";"F.42.99.11.140";
"Линии электропередачи местные кабельные";"477261831";"F";"42.22.12.112";"";"F.42.22.12.112";
"Сооружение очистное канализации";"477261832";"F";"42.21.13.126";"";"F.42.21.13.126";
"Резервуары и газгольдеры рулонированные вертикальные цилиндрические";"477261833";"C";"25.29.11.121";"";"C.25.29.11.121";
"Сооружения спортивно-оздоровительные и сооружения прочие, не включенные в другие группировки";"477261834";"F";"41.20.20.900";"";"F.41.20.20.900";
"Отвод от трубопровода магистрального для перекачки нефтепродуктов (нефтепровод)";"477261835";"F";"42.21.11.114";"";"F.42.21.11.114";
"Сооружения жилищно-коммунального хозяйства, охраны окружающей среды и рационального природопользования";"477261836";"F";"41.20.20.700";"";"F.41.20.20.700";
"Система телефонной УКВ связи с подвижными объектами";"477261837";"F";"41.20.20.624";"";"F.41.20.20.624";
"Полотно железнодорожное для железных дорог прочее";"477261838";"F";"42.12.10.119";"";"F.42.12.10.119";
"Дорога подъездная";"477261839";"F";"42.11.10.151";"";"F.42.11.10.151";
"Площадки с ограждениями для обслуживания и осмотра технологического оборудования";"477261840";"C";"25.11.23.140";"";"C.25.11.23.140";
"Ограды (заборы) и ограждения железобетонные";"477261841";"F";"42.99.19.141";"";"F.42.99.19.141";
"Линии (кабели) технологической связи местные";"477261842";"F";"42.22.12.121";"";"F.42.22.12.121";
"Системы и сооружения водоснабжения и очистки";"477261843";"F";"42.21.13.120";"";"F.42.21.13.120";
"Отвод от трубопровода местного (газопровода)";"477261844";"F";"42.21.12.152";"";"F.42.21.12.152";
"Трубопровод технологический";"477261845";"F";"42.21.12.140";"";"F.42.21.12.140";
"Установка комплексной подготовки газа абсорбционная";"477261846";"F";"41.20.20.344";"";"F.41.20.20.344";
"Оборудование фонтанное и газлифтное";"477261847";"C";"28.99.39.160";"";"C.28.99.39.160";
"Емкости из черных металлов и алюминия для сжатых или сжиженных газов прочие, не включенные в другие группировки";"477261848";"C";"25.29.12.191";"";"C.25.29.12.191";
"Трубопроводы и отводы магистральные наземные и подводные для перекачки нефтепродуктов и газа прочие";"477261849";"F";"42.21.11.119";"";"F.42.21.11.119";
"Сооружения по охране окружающей среды и рациональному природопользованию прочие";"477261850";"F";"41.20.20.729";"";"F.41.20.20.729";
"Установка очистки газа на головных водопроводных станциях от хлора и озона";"477261851";"F";"41.20.20.721";"";"F.41.20.20.721";
"Полотно железнодорожное многопутное (дорога железная многопутная)";"477261852";"F";"42.12.10.112";"";"F.42.12.10.112";
"Сооружения для строительной индустрии";"477261853";"F";"41.20.20.610";"";"F.41.20.20.610";
"Сооружения для сжижения, хранения и регазификации газа";"477261854";"F";"41.20.20.353";"";"F.41.20.20.353";
"Сеть связи и радиофикации";"477261855";"F";"41.20.20.621";"";"F.41.20.20.621";
"База сжиженных газов";"477261856";"F";"41.20.20.351";"";"F.41.20.20.351";
"Мост автодорожный";"477261857";"F";"42.13.10.111";"";"F.42.13.10.111";
"Установка по очистке газа";"477261858";"F";"41.20.20.723";"";"F.41.20.20.723";
"Сооружения нефтегазодобывающих предприятий прочие";"477261859";"F";"41.20.20.349";"";"F.41.20.20.349";
"Опоры из черных металлов прочие, не включенные в другие группировки";"477261860";"C";"25.11.22.192";"";"C.25.11.22.192";
"Берегоукрепление";"477261861";"F";"42.91.10.160";"";"F.42.91.10.160";
"Линии электропередачи местные воздушные";"477261862";"F";"42.22.12.111";"";"F.42.22.12.111";
"Установки очистки газа от сероводорода";"477261863";"F";"41.20.20.347";"";"F.41.20.20.347";
"Установка нефтепромысловая";"477261864";"F";"41.20.20.345";"";"F.41.20.20.345";
"Резервуары, цистерны, баки и аналогичные емкости (кроме емкостей для сжатых или сжиженных газов) из черных металлов и алюминия, вместимостью более 300 л, без механического или теплотехнического оборудования прочие";"477261865";"C";"25.29.11.910";"";"C.25.29.11.910";
"Полотно железнодорожное подъездное (путь железнодорожный подъездной)";"477261866";"F";"42.12.10.114";"";"F.42.12.10.114";
"Дороги подъездные, транспортные и пешеходные путепроводы над и под дорогой, велосипедные дорожки прочие";"477261867";"F";"42.11.10.159";"";"F.42.11.10.159";
"Установка мембранного выделения гелиевого концентрата";"477261868";"F";"41.20.20.354";"";"F.41.20.20.354";
"Сооружение антенно-мачтовое";"477261869";"F";"41.20.20.626";"";"F.41.20.20.626";
"Металлоконструкции специальные и детали металлоконструкций для области использования атомной энергии";"639707542";"C";"25.11.23.150";"";"C.25.11.23.150";
"Эстакады материалопроводов";"639708164";"C";"25.11.23.131";"";"C.25.11.23.131";
"Услуги в виде инженерно-технических консультаций по энергосбережению и повышению энергетической эффективности";"639708994";"M";"71.12.11.100";"";"M.71.12.11.100";
"Услуги в виде инженерно-технических консультаций прочие";"639709823";"M";"71.12.11.900";"";"M.71.12.11.900";
"Эстакады и галереи прочие";"639710045";"C";"25.11.23.139";"";"C.25.11.23.139";
"Дистиллят винный полного цикла производства ректификованный с объемной долей спирта более 86 %";"661613425";"C";"11.01.10.621";"";"C.11.01.10.621";
"Фармацевтическая субстанция спирта этилового (этанол)";"661613426";"C";"11.01.10.730";"";"C.11.01.10.730";
"Виноматериалы виноградные ликерные";"661613427";"C";"11.02.12.212";"";"C.11.02.12.212";
"Сусла виноградные";"661613428";"C";"11.02.12.300";"";"C.11.02.12.300";
"Сусла виноградные консервированные";"661613429";"C";"11.02.12.320";"";"C.11.02.12.320";
"Сусло виноградное сульфитированное";"661613430";"C";"11.02.12.330";"";"C.11.02.12.330";
"Мистель (сусло виноградное спиртованное)";"661613431";"C";"11.02.12.340";"";"C.11.02.12.340";
"Напитки слабоалкогольные брожения";"661613432";"C";"11.03.10.210";"";"C.11.03.10.210";
"Медовуха";"661613433";"C";"11.03.10.213";"";"C.11.03.10.213";
"Напитки медовые, за исключением медовухи";"661613434";"C";"11.03.10.400";"";"C.11.03.10.400";
"Ликероводочные изделия крепостью свыше 25 %";"661613435";"C";"11.01.10.220";"";"C.11.01.10.220";
"Наливки крепостью свыше 25 %";"661613436";"C";"11.01.10.221";"";"C.11.01.10.221";
"Дистилляты";"661613437";"C";"11.01.10.500";"";"C.11.01.10.500";
"Дистилляты полного цикла производства";"661613438";"C";"11.01.10.600";"";"C.11.01.10.600";
"Масло сивушное";"661613440";"C";"11.01.10.800";"";"C.11.01.10.800";
"Отходы спиртового и ликероводочного производства";"661613441";"C";"11.01.10.900";"";"C.11.01.10.900";
"Отходы спиртового производства";"661613442";"C";"11.01.10.910";"";"C.11.01.10.910";
"Вино игристое (в том числе жемчужное) с защищенным географическим указанием";"661613443";"C";"11.02.11.112";"";"C.11.02.11.112";
"Спирт этиловый абсолютированный из пищевого сырья";"661613444";"C";"11.01.10.740";"";"C.11.01.10.740";
"Вино с защищенным наименованием места происхождения";"661613445";"C";"11.02.12.113";"";"C.11.02.12.113";
"Вина прочие";"661613446";"C";"11.02.12.119";"Эта группировка включает:^- вино, не включенное в другие группировки";"C.11.02.12.119";
"Вино ликерное (специальное) с защищенным географическим указанием";"661613447";"C";"11.02.12.124";"Эта группировка включает:^- ликерное вино с защищенным географическим указанием (специальное вино)";"C.11.02.12.124";
"Вина ликерные прочие";"661613448";"C";"11.02.12.129";"Эта группировка включает:^- ликерные вина, не включенные в другие группировки";"C.11.02.12.129";
"Сусла фруктовые (плодовые)";"661613449";"C";"11.03.10.140";"";"C.11.03.10.140";
"Сусла фруктовые (плодовые) прочие";"661613450";"C";"11.03.10.149";"";"C.11.03.10.149";
"Спирт этиловый абсолютированный технический";"661613451";"C";"20.14.74.130";"";"C.20.14.74.130";
"Водка особая";"661613452";"C";"11.01.10.113";"";"C.11.01.10.113";
"Коньяк";"661613453";"C";"11.01.10.141";"Эта группировка не включает:^- коньяк с защищенным географическим указанием;^- коньяк с защищенным наименованием места происхождения;^- коньяк коллекционный и коньяк особый";"C.11.01.10.141";
"Коньяк с защищенным географическим указанием";"661613454";"C";"11.01.10.142";"";"C.11.01.10.142";
"Ликероводочные изделия крепостью свыше 25 % прочие";"661613455";"C";"11.01.10.229";"";"C.11.01.10.229";
"Дистилляты виноградные";"661613456";"C";"11.01.10.510";"";"C.11.01.10.510";
"Дистиллят винный ректификованный с объемной долей спирта более 86 %";"661613457";"C";"11.01.10.521";"";"C.11.01.10.521";
"Дистилляты винные прочие";"661613458";"C";"11.01.10.529";"";"C.11.01.10.529";
"Дистиллят фруктовый (плодовый) ректификованный с объемной долей спирта более 86 %";"661613459";"C";"11.01.10.541";"";"C.11.01.10.541";
"Дистиллят висковый";"661613460";"C";"11.01.10.560";"";"C.11.01.10.560";
"Спирт-сырец этиловый из пищевого сырья";"661613461";"C";"11.01.10.710";"";"C.11.01.10.710";
"Вино игристое (в том числе жемчужное) с защищенным наименованием места происхождения";"661613462";"C";"11.02.11.113";"";"C.11.02.11.113";
"Вино столовое";"661613463";"C";"11.02.12.111";"";"C.11.02.12.111";
"Вино ликерное с защищенным наименованием места происхождения";"661613464";"C";"11.02.12.123";"Эта группировка включает:^- ликерное вино с защищенным наименованием места происхождения";"C.11.02.12.123";
"Виноматериалы виноградные";"661613465";"C";"11.02.12.210";"";"C.11.02.12.210";
"Сусло фруктовое (плодовое) сброженное";"661613466";"C";"11.03.10.141";"";"C.11.03.10.141";
"Биоэтанол из непищевого сырья";"661613467";"C";"20.14.75.220";"";"C.20.14.75.220";
"Ромы";"661613468";"C";"11.01.10.170";"";"C.11.01.10.170";
"Виски";"661613469";"C";"11.01.10.180";"";"C.11.01.10.180";
"Спиртные напитки прочие";"661613470";"C";"11.01.10.190";"";"C.11.01.10.190";
"Спиртованные соки, морсы, настои крепостью свыше 25 %";"661613471";"C";"11.01.10.320";"";"C.11.01.10.320";
"Слабоалкогольная продукция";"661613472";"C";"11.01.10.400";"";"C.11.01.10.400";
"Дистилляты виноградные прочие";"661613473";"C";"11.01.10.519";"";"C.11.01.10.519";
"Дистиллят кальвадосный";"661613474";"C";"11.01.10.550";"";"C.11.01.10.550";
"Дистиллят ромовый";"661613475";"C";"11.01.10.580";"";"C.11.01.10.580";
"Дистилляты виноградные полного цикла производства";"661613476";"C";"11.01.10.610";"";"C.11.01.10.610";
"Дистилляты прочие полного цикла производства";"661613488";"C";"11.01.10.690";"";"C.11.01.10.690";
"Фракция этилового спирта промежуточная";"661613489";"C";"11.01.10.912";"";"C.11.01.10.912";
"Вино ликерное с защищенным географическим указанием";"661613490";"C";"11.02.12.122";"Эта группировка включает:^- ликерное вино с защищенным географическим указанием";"C.11.02.12.122";
"Винные напитки виноградные, произведенные без добавления этилового спирта с насыщением двуокисью углерода";"661613491";"C";"11.02.12.132";"";"C.11.02.12.132";
"Винные напитки виноградные, произведенные с добавлением этилового спирта без насыщения двуокисью углерода";"661613492";"C";"11.02.12.133";"";"C.11.02.12.133";
"Виноматериалы виноградные прочие";"661613493";"C";"11.02.12.219";"";"C.11.02.12.219";
"Сусло виноградное консервированное";"661613494";"C";"11.02.12.321";"";"C.11.02.12.321";
"Виноматериалы фруктовые (плодовые) столовые";"661613495";"C";"11.03.10.131";"";"C.11.03.10.131";
"Напитки слабоалкогольные брожения прочие";"661613496";"C";"11.03.10.219";"";"C.11.03.10.219";
"Коньяк коллекционный";"661613497";"C";"11.01.10.144";"";"C.11.01.10.144";
"Настойки крепостью до 25 % включительно";"661613498";"C";"11.01.10.212";"";"C.11.01.10.212";
"Бальзамы крепостью до 25 % включительно";"661613499";"C";"11.01.10.213";"";"C.11.01.10.213";
"Ликеры крепостью до 25 % включительно";"661613500";"C";"11.01.10.214";"";"C.11.01.10.214";
"Дистиллят коньячный";"661613501";"C";"11.01.10.530";"";"C.11.01.10.530";
"Дистилляты фруктовые (плодовые) прочие";"661613502";"C";"11.01.10.549";"";"C.11.01.10.549";
"Дистиллят зерновой";"661613503";"C";"11.01.10.570";"";"C.11.01.10.570";
"Дистиллят виноградный полного цикла производства ректификованный с объемной долей спирта более 86 %";"661613504";"C";"11.01.10.611";"";"C.11.01.10.611";
"Дистилляты виноградные полного цикла производства прочие";"661613505";"C";"11.01.10.619";"";"C.11.01.10.619";
"Вино игристое (шампанское) с защищенным наименованием места происхождения";"661613506";"C";"11.02.11.116";"";"C.11.02.11.116";
"Спирт этиловый ректификованный из пищевого сырья";"661613507";"C";"11.01.10.720";"";"C.11.01.10.720";
"Вино ликерное (специальное) с защищенным наименованием места происхождения";"661613508";"C";"11.02.12.125";"Эта группировка включает:^- ликерное вино с защищенным наименованием места происхождения (специальное вино)";"C.11.02.12.125";
"Винные напитки";"661613509";"C";"11.02.12.130";"";"C.11.02.12.130";
"Винные напитки виноградные, произведенные без добавления этилового спирта без насыщения двуокисью углерода";"661613510";"C";"11.02.12.131";"";"C.11.02.12.131";
"Сидры";"661613511";"C";"11.03.10.211";"";"C.11.03.10.211";
"Пуаре";"661613512";"C";"11.03.10.212";"";"C.11.03.10.212";
"Напитки слабоалкогольные прочие, не входящие в группу «напитки слабоалкогольные брожения»";"661613513";"C";"11.03.10.300";"";"C.11.03.10.300";
"Сусло медовое";"661613514";"C";"11.03.10.500";"";"C.11.03.10.500";
"Сусло фруктовое (плодовое) сброженно-спиртованное";"661613515";"C";"11.03.10.142";"";"C.11.03.10.142";
"Спиртосодержащая непищевая продукция";"661613516";"C";"20.59.59.100";"";"C.20.59.59.100";
"Спирты этиловые денатурированные";"661613517";"C";"20.14.75.100";"";"C.20.14.75.100";
"Бренди";"661613518";"C";"11.01.10.160";"";"C.11.01.10.160";
"Ликероводочные изделия";"661613519";"C";"11.01.10.200";"";"C.11.01.10.200";
"Бальзамы крепостью свыше 25 %";"661613520";"C";"11.01.10.223";"";"C.11.01.10.223";
"Спиртованные соки, морсы, настои, растворы спиртосодержащие пищевые";"661613521";"C";"11.01.10.300";"";"C.11.01.10.300";
"Спиртованные соки, морсы, настои крепостью до 25 % включительно";"661613522";"C";"11.01.10.310";"";"C.11.01.10.310";
"Дистилляты фруктовые (плодовые)";"661613523";"C";"11.01.10.540";"";"C.11.01.10.540";
"Дистилляты винные полного цикла производства";"661613524";"C";"11.01.10.620";"";"C.11.01.10.620";
"Спиртосодержащие отходы ликероводочного производства";"661613525";"C";"11.01.10.920";"";"C.11.01.10.920";
"Вино с защищенным географическим указанием";"661613526";"C";"11.02.12.112";"";"C.11.02.12.112";
"Вино ликерное";"661613527";"C";"11.02.12.121";"Эта группировка не включает:^- вино ликерное с защищенным географическим указанием;^- вино ликерное с защищенным наименованием места происхождения;^ вино ликерное (специальное) с защищенным географическим указанием;^- вино ликерное (специальное) с защищенным наименованием места происхождения";"C.11.02.12.121";
"Виноматериалы";"661613528";"C";"11.02.12.200";"";"C.11.02.12.200";
"Виноматериалы виноградные специальные";"661613529";"C";"11.02.12.213";"";"C.11.02.12.213";
"Дистиллят коньячный полного цикла производства";"661613530";"C";"11.01.10.630";"";"C.11.01.10.630";
"Головная фракция этилового спирта";"661613531";"C";"11.01.10.911";"";"C.11.01.10.911";
"Вино игристое (шампанское) с защищенным географическим указанием";"661613532";"C";"11.02.11.115";"";"C.11.02.11.115";
"Сусла виноградные из свежего винограда";"661613533";"C";"11.02.12.310";"";"C.11.02.12.310";
"Сусло виноградное консервированное ректификованное";"661613534";"C";"11.02.12.322";"";"C.11.02.12.322";
"Виноматериалы фруктовые (плодовые) прочие";"661613535";"C";"11.03.10.139";"";"C.11.03.10.139";
"Сусло фруктовое (плодовое) спиртованное";"661613536";"C";"11.03.10.143";"";"C.11.03.10.143";
"Спирт этиловый денатурированный из непищевого сырья";"661613537";"C";"20.14.75.120";"";"C.20.14.75.120";
"Спирты этиловые из непищевого сырья";"661613538";"C";"20.14.74.100";"";"C.20.14.74.100";
"Биоэтанолы";"661613539";"C";"20.14.75.200";"";"C.20.14.75.200";
"Спирт этиловый технический гидролизный";"661613540";"C";"20.14.74.110";"";"C.20.14.74.110";
"Настойки крепостью свыше 25 %";"661613541";"C";"11.01.10.222";"";"C.11.01.10.222";
"Спиртосодержащие растворы";"661613542";"C";"11.01.10.330";"";"C.11.01.10.330";
"Дистиллят виноградный ректификованный с объемной долей спирта более 86 %";"661613543";"C";"11.01.10.511";"";"C.11.01.10.511";
"Дистилляты винные";"661613544";"C";"11.01.10.520";"";"C.11.01.10.520";
"Коктейли винные";"661613545";"C";"11.02.12.140";"";"C.11.02.12.140";
"Винодельческая продукция прочая";"661613546";"C";"11.02.12.190";"";"C.11.02.12.190";
"Спирты этиловые из пищевого сырья";"661613547";"C";"11.01.10.700";"";"C.11.01.10.700";
"Отходы спиртового производства прочие";"661613548";"C";"11.01.10.919";"";"C.11.01.10.919";
"Дистилляты винные полного цикла производства прочие";"661613549";"C";"11.01.10.629";"";"C.11.01.10.629";
"Винные напитки виноградные, произведенные с добавлением этилового спирта с насыщением двуокисью углерода";"661613550";"C";"11.02.12.134";"";"C.11.02.12.134";
